well,fluor,target,content,sample,date,biological_set_name,cq,cq_mean,cq_std._dev,starting_quantity_(sq),log_starting_quantity,sq_mean,sq_std._dev,set_point,well_note,file_name,run,id,dilution,location,type,frequency
a02,cal orange 560,iac,unkn,fig,2021-08-10,16s rrna,29.9391650336288,29.9391650336288,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
a03,cal orange 560,iac,unkn,fob,2021-08-24,16s rrna,28.3083515547766,28.3083515547766,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,bi-weekly
b01,cal orange 560,iac,unkn,fib,2021-08-03,16s rrna,28.1172327696227,28.1172327696227,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,bi-weekly
b02,cal orange 560,iac,unkn,fog,2021-08-10,16s rrna,29.1647641895137,29.1647641895137,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
b03,cal orange 560,iac,unkn,fig,2021-08-24,16s rrna,29.9605710402601,29.9605710402601,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
c01,cal orange 560,iac,unkn,foa,2021-08-03,16s rrna,29.7157171730927,29.7157171730927,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
c02,cal orange 560,iac,unkn,fia,2021-08-17,16s rrna,27.9066740906329,27.9066740906329,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
c03,cal orange 560,iac,unkn,fog,2021-08-24,16s rrna,29.2806102868643,29.2806102868643,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
d01,cal orange 560,iac,unkn,fob,2021-08-03,16s rrna,28.3303194787841,28.3303194787841,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,bi-weekly
d02,cal orange 560,iac,unkn,fib,2021-08-17,16s rrna,27.0178102247763,27.0178102247763,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,bi-weekly
d03,cal orange 560,iac,unkn,fia,2021-08-31,16s rrna,28.5089264399232,28.5089264399232,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
e01,cal orange 560,iac,unkn,fig,2021-08-03,16s rrna,29.9626628589671,29.9626628589671,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
e02,cal orange 560,iac,unkn,fig,2021-08-17,16s rrna,30.3388463744742,30.3388463744742,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
e03,cal orange 560,iac,unkn,fib,2021-08-31,16s rrna,27.8161379161588,27.8161379161588,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,bi-weekly
f01,cal orange 560,iac,unkn,fog,2021-08-03,16s rrna,28.7936289927809,28.7936289927809,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
f02,cal orange 560,iac,unkn,fog,2021-08-17,16s rrna,29.4787393383146,29.4787393383146,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
f03,cal orange 560,iac,unkn,foa,2021-08-31,16s rrna,28.9796054047405,28.9796054047405,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
g01,cal orange 560,iac,unkn,fia,2021-08-10,16s rrna,27.7060495861365,27.7060495861365,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
g02,cal orange 560,iac,unkn,fia,2021-08-24,16s rrna,27.8085461086903,27.8085461086903,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
g03,cal orange 560,iac,unkn,fob,2021-08-31,16s rrna,28.4896476938575,28.4896476938575,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,bi-weekly
h01,cal orange 560,iac,unkn,foa,2021-08-10,16s rrna,28.3774464668814,28.3774464668814,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
h02,cal orange 560,iac,unkn,foa,2021-08-24,16s rrna,29.9676119438543,29.9676119438543,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
h12,cal orange 560,iac,ntc,NA,NA,16s rrna,31.8462082680454,31.8462082680454,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,NA,NA,NA
a01,fam,total_cyano,pos ctrl,NA,NA,16s rrna,26.5442799433326,26.5442799433326,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,NA,NA,NA
a02,fam,total_cyano,unkn,fig,2021-08-10,16s rrna,21.5856495786748,21.5856495786748,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
a03,fam,total_cyano,unkn,fob,2021-08-24,16s rrna,25.154608219826,25.154608219826,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,bi-weekly
b01,fam,total_cyano,unkn,fib,2021-08-03,16s rrna,20.4005079143558,20.4005079143558,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,bi-weekly
b02,fam,total_cyano,unkn,fog,2021-08-10,16s rrna,21.1878957647232,21.1878957647232,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
b03,fam,total_cyano,unkn,fig,2021-08-24,16s rrna,22.254133230633,22.254133230633,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
c01,fam,total_cyano,unkn,foa,2021-08-03,16s rrna,23.0328182560008,23.0328182560008,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
c02,fam,total_cyano,unkn,fia,2021-08-17,16s rrna,22.3323431989169,22.3323431989169,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
c03,fam,total_cyano,unkn,fog,2021-08-24,16s rrna,21.5818606044279,21.5818606044279,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
d01,fam,total_cyano,unkn,fob,2021-08-03,16s rrna,22.3875858286751,22.3875858286751,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,bi-weekly
d02,fam,total_cyano,unkn,fib,2021-08-17,16s rrna,22.094945793033,22.094945793033,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,bi-weekly
d03,fam,total_cyano,unkn,fia,2021-08-31,16s rrna,22.242928287472,22.242928287472,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
e01,fam,total_cyano,unkn,fig,2021-08-03,16s rrna,22.556614843996,22.556614843996,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
e02,fam,total_cyano,unkn,fig,2021-08-17,16s rrna,21.7804116804062,21.7804116804062,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,grab,weekly
e03,fam,total_cyano,unkn,fib,2021-08-31,16s rrna,20.872961358702,20.872961358702,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,bi-weekly
f01,fam,total_cyano,unkn,fog,2021-08-03,16s rrna,21.9962421833175,21.9962421833175,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
f02,fam,total_cyano,unkn,fog,2021-08-17,16s rrna,21.9526669971829,21.9526669971829,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,grab,weekly
f03,fam,total_cyano,unkn,foa,2021-08-31,16s rrna,23.2179055941357,23.2179055941357,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
g01,fam,total_cyano,unkn,fia,2021-08-10,16s rrna,22.2075740874996,22.2075740874996,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
g02,fam,total_cyano,unkn,fia,2021-08-24,16s rrna,23.3213600404371,23.3213600404371,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,inlet,passive,weekly
g03,fam,total_cyano,unkn,fob,2021-08-31,16s rrna,26.3941723178511,26.3941723178511,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,bi-weekly
h01,fam,total_cyano,unkn,foa,2021-08-10,16s rrna,24.1937778861654,24.1937778861654,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
h02,fam,total_cyano,unkn,foa,2021-08-24,16s rrna,23.9309786323549,23.9309786323549,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,outlet,passive,weekly
h12,fam,total_cyano,ntc,NA,NA,16s rrna,NA,0,0,NA,NA,0,0,60,NA,cyanodtec_fl_16s_au3-au31_ts_results,NA,NA,NA,NA,NA,NA
a01,cal orange 560,iac,pos ctrl,NA,NA,16s rrna,32.03746303756,32.03746303756,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,NA,NA,NA
a02,cal orange 560,iac,unkn,fib,2021-09-14,16s rrna,27.8757402488838,27.8757402488838,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,passive,bi-weekly
a03,cal orange 560,iac,unkn,cp,2021-07-15,16s rrna,29.8852896725507,29.8852896725507,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
b01,cal orange 560,iac,unkn,fig,2021-08-31,16s rrna,30.029869484085,30.029869484085,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,grab,weekly
b02,cal orange 560,iac,unkn,foa,2021-09-14,16s rrna,27.863097907019,27.863097907019,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,passive,weekly
b03,cal orange 560,iac,unkn,cp,2021-07-22,16s rrna,30.6379912760783,30.6379912760783,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
c01,cal orange 560,iac,unkn,fog,2021-08-31,16s rrna,29.416951776538,29.416951776538,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,grab,weekly
c02,cal orange 560,iac,unkn,fob,2021-09-14,16s rrna,27.8436094064426,27.8436094064426,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,passive,bi-weekly
c03,cal orange 560,iac,unkn,cp,2021-07-28,16s rrna,30.0055033889409,30.0055033889409,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
d01,cal orange 560,iac,unkn,fia,2021-09-07,16s rrna,28.173218228069,28.173218228069,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,passive,weekly
d02,cal orange 560,iac,unkn,fig,2021-09-14,16s rrna,30.0776933728165,30.0776933728165,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,grab,weekly
d03,cal orange 560,iac,unkn,cp,2021-08-05,16s rrna,29.7426434545688,29.7426434545688,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
e01,cal orange 560,iac,unkn,foa,2021-09-07,16s rrna,27.9158443323611,27.9158443323611,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,passive,weekly
e02,cal orange 560,iac,unkn,fog,2021-09-14,16s rrna,29.0159649959524,29.0159649959524,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,grab,weekly
e03,cal orange 560,iac,unkn,cp,2021-08-12,16s rrna,30.3831169609753,30.3831169609753,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
f01,cal orange 560,iac,unkn,fig,2021-09-07,16s rrna,29.7769543103493,29.7769543103493,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,grab,weekly
f02,cal orange 560,iac,unkn,cp,2021-06-24,16s rrna,29.4075327307176,29.4075327307176,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
f03,cal orange 560,iac,unkn,cp,2021-08-19,16s rrna,29.5645707358624,29.5645707358624,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
g01,cal orange 560,iac,unkn,fog,2021-09-07,16s rrna,29.6469194784484,29.6469194784484,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,grab,weekly
g02,cal orange 560,iac,unkn,cp,2021-06-30,16s rrna,29.7400350403524,29.7400350403524,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
g03,cal orange 560,iac,unkn,cp,2021-08-26,16s rrna,29.722113159338,29.722113159338,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
h01,cal orange 560,iac,unkn,fia,2021-09-14,16s rrna,28.0886232465934,28.0886232465934,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,passive,weekly
h02,cal orange 560,iac,unkn,cp,2021-07-08,16s rrna,30.1627698085445,30.1627698085445,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
h12,cal orange 560,iac,ntc,NA,NA,16s rrna,32.4025279982858,32.4025279982858,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,NA,NA,NA
a01,fam,total_cyano,pos ctrl,NA,NA,16s rrna,24.482329350127,24.482329350127,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,NA,NA,NA
a02,fam,total_cyano,unkn,fib,2021-09-14,16s rrna,20.1082863755848,20.1082863755848,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,passive,bi-weekly
a03,fam,total_cyano,unkn,cp,2021-07-15,16s rrna,21.3459408233925,21.3459408233925,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
b01,fam,total_cyano,unkn,fig,2021-08-31,16s rrna,20.5344681697226,20.5344681697226,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,grab,weekly
b02,fam,total_cyano,unkn,foa,2021-09-14,16s rrna,21.1664816616202,21.1664816616202,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,passive,weekly
b03,fam,total_cyano,unkn,cp,2021-07-22,16s rrna,21.5046712872795,21.5046712872795,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
c01,fam,total_cyano,unkn,fog,2021-08-31,16s rrna,20.2061154936644,20.2061154936644,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,grab,weekly
c02,fam,total_cyano,unkn,fob,2021-09-14,16s rrna,21.7977318692372,21.7977318692372,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,passive,bi-weekly
c03,fam,total_cyano,unkn,cp,2021-07-28,16s rrna,21.4147213335457,21.4147213335457,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
d01,fam,total_cyano,unkn,fia,2021-09-07,16s rrna,20.0627982417632,20.0627982417632,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,passive,weekly
d02,fam,total_cyano,unkn,fig,2021-09-14,16s rrna,20.1249093708972,20.1249093708972,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,grab,weekly
d03,fam,total_cyano,unkn,cp,2021-08-05,16s rrna,21.3484323349402,21.3484323349402,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
e01,fam,total_cyano,unkn,foa,2021-09-07,16s rrna,20.9862452790227,20.9862452790227,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,passive,weekly
e02,fam,total_cyano,unkn,fog,2021-09-14,16s rrna,20.1093294506889,20.1093294506889,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,grab,weekly
e03,fam,total_cyano,unkn,cp,2021-08-12,16s rrna,22.8878699796194,22.8878699796194,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
f01,fam,total_cyano,unkn,fig,2021-09-07,16s rrna,20.6087467323756,20.6087467323756,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,grab,weekly
f02,fam,total_cyano,unkn,cp,2021-06-24,16s rrna,22.8004707016019,22.8004707016019,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
f03,fam,total_cyano,unkn,cp,2021-08-19,16s rrna,21.6926423518966,21.6926423518966,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
g01,fam,total_cyano,unkn,fog,2021-09-07,16s rrna,20.2357307224081,20.2357307224081,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,outlet,grab,weekly
g02,fam,total_cyano,unkn,cp,2021-06-30,16s rrna,22.4695954724597,22.4695954724597,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
g03,fam,total_cyano,unkn,cp,2021-08-26,16s rrna,21.4699748462341,21.4699748462341,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
h01,fam,total_cyano,unkn,fia,2021-09-14,16s rrna,22.3804081565738,22.3804081565738,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,inlet,passive,weekly
h02,fam,total_cyano,unkn,cp,2021-07-08,16s rrna,23.2525359510237,23.2525359510237,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,intake,passive,weekly
h12,fam,total_cyano,ntc,NA,NA,16s rrna,NA,0,0,NA,NA,0,0,60,NA,cyanodtec_fl_16s_au31-se14_cp_16s_ju25-au26_ts_results,NA,NA,NA,NA,NA,NA
a01,cal orange 560,iac,pos ctrl,NA,NA,16s rrna,32.3430669900791,32.3430669900791,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,NA,NA,NA
a02,cal orange 560,iac,unkn,foa2,2021-06-15,16s rrna,30.6232379225461,30.6232379225461,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
a03,cal orange 560,iac,unkn,fob2,2021-06-17,16s rrna,30.7306004928549,30.7306004928549,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,bi-weekly
b01,cal orange 560,iac,unkn,fia1,2021-06-12,16s rrna,30.9324587384971,30.9324587384971,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
b02,cal orange 560,iac,unkn,fia1,2021-06-17,16s rrna,29.4639226166272,29.4639226166272,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
b03,cal orange 560,iac,unkn,fia,2021-06-22,16s rrna,29.5166297900536,29.5166297900536,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
c01,cal orange 560,iac,unkn,fia2,2021-06-12,16s rrna,31.3891753792332,31.3891753792332,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
c02,cal orange 560,iac,unkn,fia2,2021-06-17,16s rrna,30.2500788173933,30.2500788173933,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
c03,cal orange 560,iac,unkn,foa,2021-06-22,16s rrna,30.9219539869237,30.9219539869237,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
d01,cal orange 560,iac,unkn,foa1,2021-06-12,16s rrna,30.3159194888052,30.3159194888052,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
d02,cal orange 560,iac,unkn,fib1,2021-06-17,16s rrna,31.6804534503522,31.6804534503522,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,bi-weekly
d03,cal orange 560,iac,unkn,fia,2021-06-25,16s rrna,30.1333866393414,30.1333866393414,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
e01,cal orange 560,iac,unkn,foa2,2021-06-12,16s rrna,30.3364537153153,30.3364537153153,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
e02,cal orange 560,iac,unkn,fib2,2021-06-17,16s rrna,NA,0,0,NA,NA,0,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,bi-weekly
e03,cal orange 560,iac,unkn,fib,2021-06-25,16s rrna,29.8657514840545,29.8657514840545,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,bi-weekly
f01,cal orange 560,iac,unkn,fia1,2021-06-15,16s rrna,30.5082887135276,30.5082887135276,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
f02,cal orange 560,iac,unkn,foa1,2021-06-17,16s rrna,30.9166774397588,30.9166774397588,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
f03,cal orange 560,iac,unkn,foa,2021-06-25,16s rrna,30.9763740522125,30.9763740522125,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
g01,cal orange 560,iac,unkn,fia2,2021-06-15,16s rrna,30.1410797240466,30.1410797240466,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,inlet,passive,weekly
g02,cal orange 560,iac,unkn,foa2,2021-06-17,16s rrna,30.5884442172509,30.5884442172509,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
g03,cal orange 560,iac,unkn,fob,2021-06-25,16s rrna,29.694290989452,29.694290989452,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,bi-weekly
h01,cal orange 560,iac,unkn,foa1,2021-06-15,16s rrna,31.1492625161791,31.1492625161791,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,weekly
h02,cal orange 560,iac,unkn,fob1,2021-06-17,16s rrna,30.4635772328003,30.4635772328003,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,outlet,passive,bi-weekly
h12,cal orange 560,iac,ntc,NA,NA,16s rrna,32.8670778573512,32.8670778573512,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,NA,NA,NA
a01,fam,total_cyano,pos ctrl,NA,NA,16s rrna,18.7747884932991,18.7747884932991,0,NA,NA,NA,0,60,NA,cyanodtec_fl_16s_ju12-ju25_ts_results,NA,NA,NA,NA,NA,NA
